Year,FIPS,All Ages in Poverty Percent,Median Household Income in Dollars
2008,12031,12.1,"$50,660 "
2007,12031,12.4,"$49,175 "
2006,12031,13.7,"$45,770 "
2005,12031,12.1,"$44,694 "
2004,12031,11.7,"$41,736 "
2003,12031,12.8,"$40,457 "
2002,12031,11.6,"$39,965 "
2001,12031,11.3,"$40,618 "
2000,12031,10.5,"$41,326 "
1999,12031,11.5,"$38,719 "
1998,12031,12.8,"$37,739 "
1997,12031,13.4,"$35,883 "
1996,12031,NA,NA
1995,12031,14.5,"$33,810 "
1993,12031,15.4,"$32,128 "
1989,12031,13.4,"$26,139 "
2017,12033,16.4,"$48,289 "
2016,12033,15.2,"$45,004 "
2015,12033,15.4,"$45,735 "
2014,12033,15.3,"$46,139 "
2013,12033,17.6,"$42,742 "
2012,12033,17.8,"$44,539 "
2011,12033,18.5,"$41,072 "
2010,12033,19.1,"$41,428 "
2009,12033,18.9,"$40,794 "
2008,12033,16,"$41,690 "
2007,12033,15,"$41,772 "
2006,12033,15.9,"$41,923 "
2005,12033,15.9,"$39,830 "
2004,12033,14.2,"$36,743 "
2003,12033,15.7,"$35,347 "
2002,12033,15.4,"$34,528 "
2001,12033,15.8,"$34,160 "
2000,12033,14.8,"$34,355 "
1999,12033,15.2,"$32,733 "
1998,12033,16.9,"$31,891 "
1997,12033,17.8,"$31,069 "
1996,12033,NA,NA
1995,12033,19,"$29,527 "
1993,12033,20.3,"$27,848 "
1989,12033,17.4,"$23,493 "
2017,12035,12,"$52,713 "
2016,12035,11.2,"$50,863 "
2015,12035,11.7,"$50,347 "
2014,12035,11.6,"$51,556 "
2013,12035,14.5,"$47,872 "
2012,12035,15.3,"$44,460 "
2011,12035,14.7,"$47,095 "
2010,12035,15.5,"$45,685 "
2009,12035,11.3,"$50,249 "
2008,12035,9.8,"$49,014 "
2007,12035,10.1,"$45,639 "
2006,12035,8.2,"$46,685 "
2005,12035,9.6,"$45,355 "
2004,12035,7.8,"$45,374 "
2003,12035,8.2,"$42,681 "
2002,12035,9,"$40,310 "
2001,12035,9.4,"$39,132 "
2000,12035,8.8,"$40,435 "
1999,12035,9.7,"$38,038 "
1998,12035,9.8,"$36,072 "
1997,12035,10.5,"$34,675 "
1996,12035,NA,NA
1995,12035,10.4,"$34,891 "
1993,12035,10.9,"$28,184 "
1989,12035,8.4,"$23,618 "
2017,12037,21.3,"$40,158 "
2016,12037,23.1,"$37,479 "
2015,12037,23.7,"$38,220 "
2014,12037,25.3,"$36,788 "
2013,12037,25.9,"$33,471 "
2012,12037,24.5,"$37,868 "
2011,12037,22.3,"$35,288 "
2010,12037,24.2,"$34,522 "
2009,12037,23.1,"$33,956 "
2008,12037,23.1,"$34,787 "
2007,12037,18.6,"$35,182 "
2006,12037,18.5,"$33,000 "
2005,12037,18.3,"$30,960 "
2004,12037,13.5,"$30,678 "
2003,12037,14.7,"$28,896 "
2002,12037,15.2,"$27,862 "
2001,12037,17.7,"$27,107 "
2000,12037,16.3,"$27,746 "
1999,12037,16.8,"$26,045 "
1998,12037,18.4,"$25,799 "
1997,12037,19,"$24,088 "
1996,12037,NA,NA
1995,12037,20.8,"$23,586 "
1993,12037,21.1,"$19,853 "
1989,12037,23.7,"$15,260 "
2017,12039,23.1,"$38,084 "
2016,12039,20.6,"$40,865 "
2015,12039,24.5,"$36,637 "
2014,12039,25.6,"$35,849 "
2013,12039,25.3,"$34,348 "
2012,12039,26.7,"$35,854 "
2011,12039,25.2,"$34,154 "
2010,12039,23.8,"$35,704 "
2009,12039,26,"$34,570 "
2008,12039,26.6,"$34,316 "
2007,12039,25.4,"$35,322 "
2006,12039,19.7,"$35,136 "
2005,12039,17.7,"$33,246 "
2004,12039,15.8,"$31,070 "
2003,12039,18,"$29,814 "
2002,12039,18.2,"$29,598 "
2001,12039,19.3,"$29,630 "
2000,12039,18.7,"$30,650 "
1999,12039,19.5,"$28,707 "
1998,12039,23.9,"$26,355 "
1997,12039,25.9,"$24,881 "
1996,12039,NA,NA
1995,12039,28.2,"$23,482 "
1993,12039,29.2,"$20,710 "
1989,12039,29.7,"$17,056 "
2017,12041,16.1,"$42,880 "
2016,12041,17.3,"$41,721 "
2015,12041,19.2,"$39,342 "
2014,12041,19.8,"$40,788 "
2013,12041,21.9,"$39,854 "
2012,12041,22,"$38,016 "
2011,12041,19.5,"$38,046 "
2010,12041,21,"$38,517 "
2009,12041,18,"$37,139 "
2008,12041,16.8,"$37,120 "
2007,12041,15.4,"$39,383 "
2006,12041,17.6,"$36,483 "
2005,12041,13.7,"$35,286 "
2004,12041,13,"$32,644 "
2003,12041,14.2,"$30,908 "
2002,12041,16.6,"$30,148 "
2001,12041,17.5,"$29,889 "
2000,12041,16.4,"$30,708 "
1999,12041,14.9,"$29,463 "
1998,12041,16.7,"$29,197 "
1997,12041,18.4,"$27,483 "
1996,12041,NA,NA
1995,12041,18.1,"$26,825 "
1993,12041,17.8,"$23,208 "
1989,12041,15.5,"$19,150 "
2017,12043,18.9,"$42,865 "
2016,12043,21.5,"$39,607 "
2015,12043,22.1,"$40,215 "
2014,12043,21.1,"$38,783 "
2013,12043,24.1,"$39,003 "
2012,12043,26.3,"$37,004 "
2011,12043,22.2,"$38,825 "
2010,12043,21,"$39,089 "
2009,12043,21.5,"$34,920 "
2008,12043,21.8,"$39,251 "
2007,12043,16.4,"$37,220 "
2006,12043,15.8,"$36,040 "
2005,12043,15.2,"$34,415 "
2004,12043,12.1,"$31,973 "
2003,12043,13.2,"$31,598 "
2002,12043,15.5,"$30,954 "
2001,12043,17,"$30,479 "
2000,12043,15.5,"$30,379 "
1999,12043,14.6,"$28,844 "
1998,12043,17.7,"$27,747 "
1997,12043,18.1,"$26,336 "
1996,12043,NA,NA
1995,12043,17.2,"$25,830 "
1993,12043,17.8,"$22,369 "
1989,12043,16.3,"$18,259 "
2017,12045,21.6,"$44,135 "
2016,12045,23.5,"$38,381 "
2015,12045,21.9,"$41,320 "
2014,12045,23.1,"$38,419 "
2013,12045,22.4,"$38,880 "
2012,12045,24.4,"$34,940 "
2011,12045,23.2,"$37,373 "
2010,12045,21.1,"$39,403 "
2009,12045,23,"$35,656 "
2008,12045,21.2,"$38,632 "
2007,12045,16.7,"$38,160 "
2006,12045,19.2,"$36,278 "
2005,12045,17.6,"$34,823 "
2004,12045,14.5,"$32,893 "
2003,12045,15.5,"$31,543 "
2002,12045,18.9,"$29,618 "
2001,12045,20.5,"$29,246 "
2000,12045,18.6,"$30,014 "
1999,12045,16.5,"$29,058 "
1998,12045,18.1,"$29,147 "
1997,12045,19.8,"$28,605 "
1996,12045,NA,NA
1995,12045,18.5,"$28,458 "
1993,12045,19.3,"$24,336 "
1989,12045,17.5,"$21,414 "
2017,12047,24,"$35,262 "
2016,12047,28.9,"$34,517 "
2015,12047,31.8,"$33,497 "
2014,12047,31.7,"$31,734 "
2013,12047,29.2,"$33,836 "
2012,12047,28.9,"$32,232 "
2011,12047,31.9,"$29,482 "
2010,12047,30.8,"$31,820 "
2009,12047,28.5,"$31,038 "
2008,12047,29.3,"$32,444 "
2007,12047,27.7,"$30,971 "
2006,12047,24.3,"$30,399 "
2005,12047,26.6,"$28,301 "
2004,12047,20.9,"$26,411 "
2003,12047,22,"$25,201 "
2002,12047,25.3,"$24,031 "
2001,12047,26.2,"$24,691 "
2000,12047,24.2,"$26,032 "
1999,12047,22.4,"$25,117 "
1998,12047,24.5,"$24,610 "
1997,12047,26.2,"$24,174 "
1996,12047,NA,NA
1995,12047,25.8,"$22,719 "
1993,12047,24.3,"$20,859 "
1989,12047,22.6,"$18,439 "
2017,12049,23.3,"$40,056 "
2016,12049,23.8,"$37,612 "
2015,12049,25.9,"$35,850 "
2014,12049,29.9,"$35,371 "
2013,12049,28.8,"$34,884 "
2012,12049,28.2,"$34,012 "
2011,12049,31.8,"$33,058 "
2010,12049,30.3,"$33,732 "
2009,12049,28.4,"$33,728 "
2008,12049,23.1,"$34,385 "
2007,12049,24,"$36,590 "
2006,12049,22,"$33,034 "
2005,12049,24.6,"$31,989 "
2004,12049,19.5,"$28,669 "
2003,12049,20.7,"$27,851 "
2002,12049,23.2,"$28,004 "
2001,12049,23.6,"$28,525 "
2000,12049,22.2,"$29,693 "
1999,12049,21.6,"$27,897 "
1998,12049,26.7,"$27,007 "
1997,12049,27.8,"$25,482 "
1996,12049,NA,NA
1995,12049,29.1,"$23,008 "
1993,12049,27,"$21,182 "
1989,12049,24.1,"$19,064 "
2017,12051,23.9,"$38,361 "
2016,12051,25.1,"$39,911 "
2015,12051,25.8,"$39,320 "
2014,12051,25.3,"$38,494 "
2013,12051,25.1,"$37,085 "
2012,12051,26.9,"$36,515 "
2011,12051,29.6,"$35,247 "
2010,12051,26.7,"$37,220 "
2009,12051,22.6,"$35,858 "
2008,12051,23.8,"$38,771 "
2007,12051,20,"$38,270 "
2006,12051,22.7,"$35,235 "
2005,12051,22.2,"$36,211 "
2004,12051,16.7,"$32,197 "
2003,12051,18.1,"$31,292 "
2002,12051,18.7,"$31,665 "
2001,12051,20.1,"$32,137 "
2000,12051,19.5,"$33,012 "
1999,12051,19.8,"$31,104 "
1998,12051,22.1,"$29,775 "
1997,12051,22.8,"$28,325 "
1996,12051,NA,NA
1995,12051,23.9,"$26,940 "
1993,12051,22.9,"$25,113 "
1989,12051,19.4,"$22,470 "
2017,12053,14,"$44,710 "
2016,12053,15.4,"$46,225 "
2015,12053,14.3,"$43,103 "
2014,12053,15.3,"$40,094 "
2013,12053,15.6,"$39,280 "
2012,12053,18.5,"$37,093 "
2011,12053,16.6,"$40,411 "
2010,12053,15.1,"$37,867 "
2009,12053,13.1,"$40,352 "
2008,12053,12.4,"$39,552 "
2007,12053,8.9,"$43,208 "
2006,12053,12,"$39,840 "
2005,12053,11.8,"$37,672 "
2004,12053,10.6,"$35,577 "
2003,12053,12.1,"$33,874 "
2002,12053,12.3,"$32,247 "
2001,12053,12.2,"$31,882 "
2000,12053,10.9,"$32,963 "
1999,12053,11.1,"$31,102 "
1998,12053,12.6,"$29,118 "
1997,12053,13.8,"$27,740 "
1996,12053,NA,NA
1995,12053,14.3,"$27,532 "
1993,12053,13.9,"$23,201 "
1989,12053,10.7,"$19,843 "
2017,12055,19.8,"$37,445 "
2016,12055,19.1,"$36,864 "
2015,12055,22.9,"$34,691 "
2014,12055,19.5,"$35,787 "
2013,12055,20.1,"$34,054 "
2012,12055,22,"$34,722 "
2011,12055,18.8,"$33,692 "
2010,12055,20.7,"$34,469 "
2009,12055,19.9,"$33,401 "
2008,12055,16.7,"$33,703 "
2007,12055,17.4,"$34,098 "
2006,12055,14.4,"$33,242 "
2005,12055,16.6,"$31,104 "
2004,12055,13.1,"$30,343 "
2003,12055,14,"$29,421 "
2002,12055,14.7,"$28,718 "
2001,12055,15.2,"$28,738 "
2000,12055,14.2,"$29,864 "
1999,12055,14.2,"$28,630 "
1998,12055,16.4,"$27,177 "
1997,12055,16.4,"$26,006 "
1996,12055,NA,NA
1995,12055,16.8,"$24,403 "
1993,12055,16.9,"$21,592 "
1989,12055,14,"$18,854 "
2017,12057,15.5,"$54,741 "
2016,12057,15,"$54,509 "
2015,12057,15.8,"$51,710 "
2014,12057,16.8,"$50,758 "
2013,12057,16.8,"$49,510 "
2012,12057,19.1,"$46,534 "
2011,12057,17.6,"$46,592 "
2010,12057,16.7,"$46,043 "
2009,12057,15.2,"$47,129 "
2008,12057,13.9,"$49,762 "
2007,12057,11.6,"$50,485 "
2006,12057,12.8,"$46,751 "
2005,12057,13,"$45,084 "
2004,12057,11.8,"$44,850 "
2003,12057,13,"$43,304 "
2002,12057,12.5,"$42,407 "
2001,12057,12.1,"$40,922 "
2000,12057,11.6,"$40,987 "
1999,12057,12.6,"$38,639 "
1998,12057,14.3,"$37,362 "
1997,12057,15,"$35,994 "
1996,12057,NA,NA
1995,12057,16.5,"$32,650 "
1993,12057,17,"$30,354 "
1989,12057,13.2,"$27,575 "
2017,12059,21.2,"$40,657 "
2016,12059,24.2,"$41,110 "
2015,12059,25.9,"$35,202 "
2014,12059,26.7,"$35,651 "
2013,12059,27.5,"$33,220 "
2012,12059,22.9,"$36,272 "
2011,12059,26.1,"$33,211 "
2010,12059,22.5,"$33,696 "
2009,12059,24,"$31,861 "
2008,12059,21,"$33,251 "
2007,12059,19.8,"$33,321 "
2006,12059,20.9,"$30,794 "
2005,12059,21.9,"$30,778 "
2004,12059,17.6,"$28,694 "
2003,12059,18.7,"$27,773 "
2002,12059,20.5,"$27,080 "
2001,12059,21.4,"$26,950 "
2000,12059,20.6,"$27,831 "
1999,12059,20.9,"$26,781 "
1998,12059,23.9,"$24,687 "
1997,12059,24.7,"$23,416 "
1996,12059,NA,NA
1995,12059,25.9,"$22,470 "
1993,12059,24.6,"$20,017 "
1989,12059,25.6,"$16,538 "
2017,12061,10.6,"$51,797 "
2016,12061,12.3,"$49,813 "
2015,12061,13,"$49,887 "
2014,12061,14.7,"$47,548 "
2013,12061,14.1,"$44,326 "
2012,12061,16.1,"$42,638 "
2011,12061,13.9,"$42,053 "
2010,12061,14.4,"$47,525 "
2009,12061,13.8,"$43,685 "
2008,12061,12.4,"$48,267 "
2007,12061,9.7,"$47,563 "
2006,12061,10.5,"$45,034 "
2005,12061,11.7,"$44,450 "
2004,12061,9.2,"$41,522 "
2003,12061,10,"$40,356 "
2002,12061,10,"$39,615 "
2001,12061,10.3,"$39,359 "
2000,12061,9.4,"$40,063 "
1999,12061,10,"$37,947 "
1998,12061,11.3,"$37,398 "
1997,12061,11.2,"$35,895 "
1996,12061,NA,NA
1995,12061,11,"$33,667 "
1993,12061,11.5,"$29,580 "
1989,12061,8.4,"$26,974 "
2017,12063,18,"$41,524 "
2016,12063,22.6,"$37,358 "
2015,12063,22.5,"$36,751 "
2014,12063,24.3,"$36,876 "
2013,12063,26.3,"$36,332 "
2012,12063,21.4,"$34,978 "
2011,12063,20.5,"$35,193 "
2010,12063,19,"$37,351 "
2009,12063,22,"$35,968 "
2008,12063,19,"$37,707 "
2007,12063,27.3,"$35,897 "
2006,12063,19.1,"$32,879 "
2005,12063,16.9,"$32,723 "
2004,12063,15.7,"$31,022 "
2003,12063,16.2,"$29,951 "
2002,12063,17,"$28,947 "
2001,12063,17.9,"$28,694 "
2000,12063,17.1,"$29,700 "
1999,12063,16.7,"$28,369 "
1998,12063,18.9,"$26,963 "
1997,12063,20.8,"$25,953 "
1996,12063,NA,NA
1995,12063,21,"$24,661 "
1993,12063,20.9,"$22,602 "
1989,12063,20.3,"$19,014 "
2017,12065,17.7,"$48,163 "
2016,12065,18.9,"$43,453 "
2015,12065,19.4,"$42,210 "
2014,12065,18,"$40,205 "
2013,12065,19.6,"$39,494 "
2012,12065,21.3,"$38,244 "
2011,12065,18.7,"$40,252 "
2010,12065,18.5,"$39,113 "
2009,12065,19.1,"$38,193 "
2008,12065,18.5,"$36,482 "
2007,12065,17.8,"$40,217 "
2006,12065,18.1,"$39,018 "
2005,12065,18.7,"$35,349 "
2004,12065,14.5,"$33,962 "
2003,12065,16.3,"$32,742 "
2002,12065,16.8,"$32,156 "
2001,12065,17.7,"$32,250 "
2000,12065,17.7,"$32,924 "
1999,12065,17.7,"$31,194 "
1998,12065,20.3,"$29,604 "
1997,12065,22,"$27,788 "
1996,12065,NA,NA
1995,12065,22.3,"$26,515 "
1993,12065,22.9,"$22,948 "
1989,12065,22.7,"$17,433 "
2017,12067,22.7,"$41,549 "
2016,12067,23.3,"$40,653 "
2015,12067,23.8,"$40,345 "
2014,12067,25.6,"$38,071 "
2013,12067,25.2,"$37,120 "
2012,12067,26.4,"$34,054 "
2011,12067,23.8,"$40,407 "
2010,12067,26,"$36,001 "
2009,12067,24.6,"$35,689 "
2008,12067,25.6,"$39,293 "
2007,12067,22,"$36,855 "
2006,12067,22.3,"$33,234 "
2005,12067,23.6,"$31,038 "
2004,12067,18.6,"$27,896 "
2003,12067,19,"$27,177 "
2002,12067,23.3,"$27,533 "
2001,12067,23.5,"$28,723 "
2000,12067,20.6,"$30,008 "
1999,12067,17,"$29,338 "
1998,12067,20.3,"$29,621 "
1997,12067,24.1,"$27,354 "
1996,12067,NA,NA
1995,12067,24.7,"$24,505 "
1993,12067,22.8,"$23,159 "
1989,12067,20.9,"$18,709 "
2017,12069,12.6,"$51,429 "
2016,12069,11.8,"$50,125 "
2015,12069,12.8,"$49,711 "
2014,12069,13.8,"$46,895 "
2013,12069,14.5,"$44,244 "
2012,12069,15.6,"$41,579 "
2011,12069,13.9,"$44,965 "
2010,12069,13.5,"$42,343 "
2009,12069,12.6,"$42,479 "
2008,12069,10.3,"$45,517 "
2007,12069,9,"$46,557 "
2006,12069,10.2,"$42,194 "
2005,12069,11.4,"$40,059 "
2004,12069,9.5,"$40,745 "
2003,12069,10.2,"$39,040 "
2002,12069,10.8,"$37,398 "
2001,12069,11,"$36,585 "
2000,12069,10.4,"$37,354 "
1999,12069,10.8,"$35,170 "
1998,12069,11.8,"$32,898 "
1997,12069,12.8,"$30,768 "
1996,12069,NA,NA
1995,12069,13.5,"$28,327 "
1993,12069,14.1,"$24,883 "
1989,12069,12.4,"$20,682 "
2017,12071,11.8,"$54,198 "
2016,12071,12.8,"$52,989 "
2015,12071,15.9,"$50,713 "
2014,12071,16,"$49,147 "
2013,12071,16.3,"$46,605 "
2012,12071,15.3,"$46,396 "
2011,12071,15.3,"$45,515 "
2010,12071,17.1,"$44,377 "
2009,12071,12.8,"$45,624 "
2008,12071,10.6,"$50,863 "
2007,12071,10.1,"$50,750 "
2006,12071,9.2,"$48,674 "
2005,12071,9.5,"$46,000 "
2004,12071,8.9,"$43,476 "
2003,12071,10.2,"$41,270 "
2002,12071,10.1,"$40,037 "
2001,12071,10.3,"$39,216 "
2000,12071,9.4,"$39,262 "
1999,12071,9.7,"$37,403 "
1998,12071,10.9,"$35,520 "
1997,12071,11.5,"$34,117 "
1996,12071,NA,NA
1995,12071,11.6,"$31,904 "
1993,12071,12.3,"$29,339 "
1989,12071,9,"$26,005 "
2017,12073,18,"$51,716 "
2016,12073,19,"$51,041 "
2015,12073,21.8,"$46,405 "
2014,12073,23.3,"$45,463 "
2013,12073,21.7,"$46,975 "
2012,12073,21.2,"$46,014 "
2011,12073,22.7,"$44,857 "
2010,12073,26.3,"$42,393 "
2009,12073,22.3,"$40,725 "
2008,12073,18.6,"$47,318 "
2007,12073,17,"$48,739 "
2006,12073,18.7,"$41,958 "
2005,12073,17.2,"$42,667 "
2004,12073,12.7,"$39,562 "
2003,12073,14.1,"$38,084 "
2002,12073,12.8,"$37,760 "
2001,12073,12.6,"$38,153 "
2000,12073,12.1,"$38,791 "
1999,12073,12.6,"$37,517 "
1998,12073,12.8,"$39,569 "
1997,12073,13.8,"$37,832 "
1996,12073,NA,NA
1995,12073,14.3,"$35,111 "
1993,12073,14.9,"$32,000 "
1989,12073,12.7,"$27,391 "
2017,12075,20.8,"$37,272 "
2016,12075,21.4,"$33,092 "
2015,12075,22.1,"$36,005 "
2014,12075,21.2,"$37,433 "
2013,12075,23.6,"$33,193 "
2012,12075,22.7,"$32,815 "
2011,12075,22,"$33,544 "
2010,12075,27,"$32,197 "
2009,12075,21.8,"$32,528 "
2008,12075,17.8,"$35,267 "
2007,12075,18.5,"$34,499 "
2006,12075,17.8,"$31,966 "
2005,12075,19.4,"$29,917 "
2004,12075,15,"$29,314 "
2003,12075,16.4,"$27,904 "
2002,12075,17.1,"$27,257 "
2001,12075,17.9,"$26,990 "
2000,12075,17.5,"$27,724 "
1999,12075,17.3,"$26,443 "
1998,12075,19.1,"$25,998 "
1997,12075,19.8,"$24,838 "
1996,12075,NA,NA
1995,12075,20.7,"$23,779 "
1993,12075,19.2,"$20,624 "
1989,12075,19.4,"$17,162 "
2017,12077,23,"$41,308 "
2016,12077,23.6,"$38,900 "
2015,12077,22.6,"$39,623 "
2014,12077,24.7,"$38,473 "
2013,12077,27.7,"$36,561 "
2012,12077,26,"$37,726 "
2011,12077,23.5,"$37,446 "
2010,12077,22.9,"$37,815 "
2009,12077,23.1,"$36,809 "
2008,12077,21.5,"$38,608 "
2007,12077,18.4,"$36,758 "
2006,12077,19.4,"$33,987 "
2005,12077,21.6,"$31,896 "
2004,12077,16.9,"$30,451 "
2003,12077,17.4,"$29,824 "
2002,12077,20.3,"$29,132 "
2001,12077,20.7,"$28,855 "
2000,12077,20.7,"$29,274 "
1999,12077,17.8,"$28,526 "
1998,12077,19.9,"$29,562 "
1997,12077,22.3,"$27,178 "
1996,12077,NA,NA
1995,12077,19,"$26,780 "
1993,12077,19.8,"$23,946 "
1989,12077,17.4,"$18,637 "
2017,12079,28.3,"$37,256 "
2016,12079,31.9,"$33,721 "
2015,12079,27,"$34,360 "
2014,12079,27.7,"$33,017 "
2013,12079,28.9,"$30,391 "
2012,12079,25.6,"$31,469 "
2011,12079,25.9,"$31,578 "
2010,12079,23.4,"$31,942 "
2009,12079,26.2,"$31,174 "
2008,12079,23.6,"$32,502 "
2007,12079,21,"$39,394 "
2006,12079,20.9,"$32,113 "
2005,12079,23.8,"$30,029 "
2004,12079,17.7,"$28,230 "
2003,12079,18.5,"$26,592 "
2002,12079,19.8,"$25,732 "
2001,12079,20.5,"$26,010 "
2000,12079,19.7,"$26,987 "
1999,12079,18.9,"$25,795 "
1998,12079,20.5,"$25,875 "
1997,12079,23.2,"$24,980 "
1996,12079,NA,NA
1995,12079,23.2,"$23,323 "
1993,12079,23.8,"$20,608 "
1989,12079,26.1,"$17,213 "
2017,12081,10.8,"$55,189 "
2016,12081,12.7,"$51,770 "
2015,12081,14.8,"$50,728 "
2014,12081,14.1,"$51,673 "
2013,12081,16,"$48,066 "
2012,12081,15.5,"$46,999 "
2011,12081,15.9,"$43,494 "
2010,12081,14.5,"$44,990 "
2009,12081,14.4,"$45,565 "
2008,12081,12.2,"$46,573 "
2007,12081,10.6,"$48,940 "
2006,12081,11.4,"$45,401 "
2005,12081,10.3,"$44,165 "
2004,12081,9.7,"$41,419 "
2003,12081,10.8,"$39,756 "
2002,12081,10.7,"$38,647 "
2001,12081,10.4,"$37,694 "
2000,12081,9.4,"$38,732 "
1999,12081,9.9,"$37,119 "
1998,12081,11.2,"$36,958 "
1997,12081,11.7,"$35,063 "
1996,12081,NA,NA
1995,12081,12.1,"$31,416 "
1993,12081,12.9,"$27,633 "
1989,12081,9.7,"$23,842 "
2017,12083,16.2,"$43,772 "
2016,12083,17.4,"$39,629 "
2015,12083,18.7,"$40,053 "
2014,12083,17.8,"$39,860 "
2013,12083,19.6,"$38,783 "
2012,12083,18.6,"$37,287 "
2011,12083,17.6,"$36,425 "
2010,12083,19.6,"$37,162 "
2009,12083,15.9,"$38,988 "
2008,12083,16,"$40,266 "
2007,12083,13,"$39,354 "
2006,12083,12.2,"$39,550 "
2005,12083,13.6,"$35,974 "
2004,12083,12.2,"$34,948 "
2003,12083,14,"$33,247 "
2002,12083,14.8,"$31,851 "
2001,12083,14.9,"$31,490 "
2000,12083,13.6,"$32,532 "
1999,12083,13.8,"$30,537 "
1998,12083,15.2,"$29,498 "
1997,12083,16.4,"$28,244 "
1996,12083,NA,NA
1995,12083,17.3,"$26,950 "
1993,12083,18.4,"$23,266 "
1989,12083,15,"$20,060 "
2017,12085,10.9,"$58,344 "
2016,12085,11.3,"$55,917 "
2015,12085,11.2,"$53,459 "
2014,12085,12.1,"$55,472 "
2013,12085,13.5,"$51,159 "
2012,12085,14.6,"$47,120 "
2011,12085,12.7,"$50,417 "
2010,12085,11.3,"$49,539 "
2009,12085,13.5,"$50,351 "
2008,12085,10.4,"$52,743 "
2007,12085,8.5,"$55,229 "
2006,12085,8.7,"$51,113 "
2005,12085,9.8,"$46,133 "
2004,12085,8.1,"$45,341 "
2003,12085,9.2,"$43,136 "
2002,12085,9,"$43,692 "
2001,12085,9.1,"$43,332 "
2000,12085,8.7,"$43,625 "
1999,12085,9.4,"$41,660 "
1998,12085,10.1,"$41,990 "
1997,12085,10.1,"$40,161 "
1996,12085,NA,NA
1995,12085,10,"$36,470 "
1993,12085,10.8,"$32,372 "
1989,12085,7.1,"$30,281 "
2017,12086,16.7,"$49,758 "
2016,12086,18.2,"$45,886 "
2015,12086,20,"$43,687 "
2014,12086,20.4,"$42,754 "
2013,12086,21,"$41,840 "
2012,12086,20.8,"$41,311 "
2011,12086,20.9,"$40,476 "
2010,12086,20.3,"$40,145 "
2009,12086,17.7,"$41,367 "
2008,12086,16.5,"$43,921 "
2007,12086,15.3,"$43,495 "
2006,12086,16.4,"$41,178 "
2005,12086,17.9,"$37,142 "
2004,12086,17.1,"$34,682 "
2003,12086,18.9,"$33,054 "
2002,12086,19.2,"$31,531 "
2001,12086,18.2,"$32,194 "
2000,12086,17.4,"$33,228 "
1999,12086,18.4,"$32,287 "
1998,12086,19.8,"$30,669 "
1997,12086,21.1,"$30,000 "
2017,12087,11.8,"$63,009 "
2016,12087,11.5,"$63,892 "
2015,12087,11.3,"$58,332 "
2014,12087,14,"$57,411 "
2013,12087,16.8,"$50,380 "
2012,12087,14,"$52,152 "
2011,12087,13.8,"$51,152 "
2010,12087,12.6,"$50,388 "
2009,12087,12.6,"$49,740 "
2008,12087,10.4,"$52,908 "
2007,12087,10.5,"$55,054 "
2006,12087,11.5,"$50,598 "
2005,12087,10.6,"$47,268 "
2004,12087,9.2,"$42,195 "
2003,12087,10.3,"$41,306 "
2002,12087,9.6,"$41,675 "
2001,12087,10.4,"$42,183 "
2000,12087,9.6,"$42,447 "
1999,12087,9.9,"$39,814 "
1998,12087,10.4,"$38,546 "
1997,12087,11.5,"$36,353 "
1996,12087,NA,NA
1995,12087,12,"$33,375 "
1993,12087,11.5,"$30,752 "
1989,12087,10.4,"$25,610 "
2017,12089,9.1,"$70,590 "
2016,12089,10.3,"$67,967 "
2015,12089,10.8,"$55,707 "
2014,12089,11.7,"$56,728 "
2013,12089,13.4,"$56,987 "
2012,12089,13,"$55,367 "
2011,12089,11.4,"$54,706 "
2010,12089,11.3,"$57,605 "
2009,12089,11.5,"$55,180 "
2008,12089,8.9,"$59,514 "
2007,12089,8.9,"$56,500 "
2006,12089,9.4,"$55,496 "
2005,12089,9.2,"$51,007 "
2004,12089,8.3,"$50,301 "
2003,12089,8.9,"$48,579 "
2002,12089,8.3,"$47,279 "
2001,12089,8.8,"$46,607 "
2000,12089,8.4,"$46,814 "
1999,12089,9.3,"$44,021 "
1998,12089,9.7,"$42,519 "
1997,12089,9.7,"$40,128 "
1996,12089,NA,NA
1995,12089,10.9,"$37,813 "
1993,12089,11.9,"$33,582 "
1989,12089,9.2,"$30,161 "
2017,12091,10.9,"$60,798 "
2016,12091,10.7,"$58,009 "
2015,12091,11.3,"$55,391 "
2014,12091,12.4,"$55,952 "
2013,12091,13.4,"$54,265 "
2012,12091,13.2,"$52,381 "
2011,12091,13.7,"$49,643 "
2010,12091,12.4,"$51,173 "
2009,12091,12.5,"$49,215 "
2008,12091,8.7,"$54,420 "
2007,12091,9.4,"$54,633 "
2006,12091,9.6,"$52,615 "
2005,12091,9.8,"$49,384 "
2004,12091,9,"$45,424 "
2003,12091,9.9,"$43,173 "
2002,12091,9.4,"$41,987 "
2001,12091,9.8,"$41,193 "
2000,12091,9.4,"$41,706 "
1999,12091,10,"$39,501 "
1998,12091,10.7,"$38,117 "
1997,12091,10.5,"$36,788 "
1996,12091,NA,NA
1995,12091,10.7,"$33,467 "
1993,12091,11.2,"$31,589 "
1989,12091,8.7,"$27,022 "
2017,12093,21.8,"$42,524 "
2016,12093,20.2,"$37,689 "
2015,12093,23.2,"$35,787 "
2014,12093,25.9,"$37,065 "
2013,12093,25.7,"$35,954 "
2012,12093,25.7,"$34,742 "
2011,12093,26.1,"$33,806 "
2010,12093,22.3,"$35,417 "
